weather,precipitation,temp_max,temp_min,wind
sun,-0.49491652038894324,-0.0040855734114912745,-0.09155754513878585,-1.105973360487005
rain,0.8623365673039611,-0.6762093844990275,-0.3876590629066295,1.5401754979313553
fog,-0.49491652038894324,-1.0183815065072277,-1.049533043799457,0.7741850389155139
sun,-0.49491652038894324,1.4257050792656312,1.7547225068254164,-0.6881603828420007
rain,5.939468487932974,-0.5417846222815202,-0.8579379440673226,1.3312690091088528
sun,-0.49491652038894324,2.0367267257088457,2.0334062882539756,0.6349140463671791
sun,-0.49491652038894324,0.8146834328224165,0.8838356898611701,-0.4096183977453312
fog,-0.49491652038894324,0.4725113108142162,0.4832277540576169,-0.3399829014711638
sun,-0.49491652038894324,-0.5417846222815202,-0.9624443621030323,-0.4096183977453312
sun,-0.49491652038894324,-0.8839567442897204,-1.5198119249601498,0.9134560314638488
rain,-0.4446478875114283,0.8146834328224165,1.162519471289729,-1.1756088567611724
sun,-0.49491652038894324,-0.8839567442897204,-1.1540394618351664,1.7490819867538574
rain,2.403907975547754,-0.0040855734114912745,0.5877341720933265,0.9134560314638488
rain,-0.19330472312385338,0.888006030395602,0.9709243715575947,0.5652785500930119
sun,-0.49491652038894324,2.1100493232820314,1.3541145710218634,-0.4096183977453312
rain,-0.36086683271557,-0.40735986006401304,0.29163265432548274,-0.8274313753903355
sun,-0.49491652038894324,1.6945546037006456,1.162519471289729,-0.7577958791161681
sun,-0.49491652038894324,0.888006030395602,0.8838356898611701,0.008194579899673069
rain,0.577480980998043,-0.9450589089340419,-0.47474774460305424,3.420333897333874
rain,-0.36086683271557,-0.13851033562899845,-0.09155754513878585,-0.061440916374494364
rain,-0.4446478875114283,-0.0040855734114912745,0.012948872896923818,-0.20071190892282922
rain,0.05803844126372148,-0.06518773805581274,0.7793292718254605,-0.2703474051969967
rain,0.6612620357939013,-0.06518773805581274,0.20454397262905796,-0.1310764126486618
rain,0.6109934029163863,-0.13851033562899845,0.012948872896923818,-0.3399829014711638
sun,-0.49491652038894324,0.888006030395602,1.4586209890575728,-0.4096183977453312
sun,-0.49491652038894324,0.14255962173488015,-1.049533043799457,-0.47925389401949864
rain,-0.41113546559308495,1.0835329572574308,1.5631274070932824,-0.4096183977453312
sun,-0.49491652038894324,-0.13851033562899845,-0.5792541626387638,-0.6881603828420007
rain,-0.19330472312385338,-0.13851033562899845,0.10003755459334845,0.4956430538188445
sun,-0.49491652038894324,-1.9593548420297784,-2.199103642192262,0.9134560314638488
sun,-0.49491652038894324,1.9756245610645244,1.3541145710218634,0.21710106872217505
rain,-0.36086683271557,0.27698438395238734,0.7793292718254605,0.21710106872217505
sun,-0.49491652038894324,-1.152806268724735,-1.1540394618351664,-0.7577958791161681
rain,0.7785555125081028,-0.19961250027331992,-0.09155754513878585,0.4956430538188445
drizzle,-0.49491652038894324,1.8289793659181526,1.5631274070932824,0.008194579899673069
sun,-0.49491652038894324,1.3646029146213097,0.9709243715575947,-0.6185248865678336
rain,0.6612620357939013,-0.2729350978465059,0.5877341720933265,0.9830915277380159
rain,-0.4446478875114283,-0.5417846222815202,-0.5792541626387638,-1.8023283232286786
rain,0.007769808386206531,0.3380865485967088,1.0754307895933046,1.2616335128346856
sun,-0.49491652038894324,0.8146834328224165,-0.09155754513878585,-0.1310764126486618
rain,-0.025742613532136818,-0.3340372624908273,0.4832277540576169,-0.1310764126486618
rain,0.9461176220998194,-0.5417846222815202,-0.7708492623708979,1.3312690091088528
drizzle,-0.49491652038894324,1.0224307926131093,0.5877341720933265,-1.0363378642128376
sun,-0.49491652038894324,-0.9450589089340419,-0.8579379440673226,-1.6630573306803438
rain,-0.36086683271557,-0.7495319820722132,-0.47474774460305424,-1.4541508418578417
rain,2.052027545405149,-0.6762093844990275,-0.9624443621030323,-0.1310764126486618
sun,-0.49491652038894324,-1.152806268724735,-1.241128143531591,1.6794464904796895
rain,1.0298986768956777,-0.0040855734114912745,0.3961390723611923,0.7045495426413468
fog,-0.49491652038894324,-0.5417846222815202,-0.6663428443351884,1.4009045053830205
rain,1.5493412166299991,-0.7495319820722132,-0.28315264487092,-1.105973360487005
sun,-0.49491652038894324,1.1568555548306163,1.162519471289729,-0.20071190892282922
sun,-0.49491652038894324,0.6802586706049091,0.5877341720933265,1.7490819867538574
rain,0.9126052001814762,0.4114091461698947,1.4586209890575728,-0.6881603828420007
fog,-0.49491652038894324,0.8146834328224165,0.5877341720933265,-0.9667023679386703
rain,-0.49491652038894324,0.4114091461698947,0.012948872896923818,-0.20071190892282922
rain,1.3315104741607677,-0.40735986006401304,0.3961390723611923,0.9830915277380159
sun,-0.49491652038894324,1.5601298414831382,1.2670258893254387,-0.1310764126486618
rain,-0.24357335600136837,-0.6762093844990275,-0.3876590629066295,2.515072445769698
fog,-0.49491652038894324,0.888006030395602,1.5631274070932824,-1.2452443530353399
sun,-0.49491652038894324,-0.0040855734114912745,0.012948872896923818,-0.2703474051969967
rain,-0.2770857779197117,0.4114091461698947,0.5877341720933265,-0.1310764126486618
rain,1.415291528956626,-0.9450589089340419,-0.3876590629066295,0.21710106872217505
rain,0.19208812893709473,-0.0040855734114912745,0.3961390723611923,0.008194579899673069
sun,-0.49491652038894324,0.20366178637920185,0.7793292718254605,0.7741850389155139
rain,2.0185151234868055,0.6069360730317231,1.2670258893254387,-0.8970668716645029
sun,-0.49491652038894324,0.8146834328224165,1.162519471289729,-0.47925389401949864
rain,3.0741564139146202,-0.06518773805581274,0.10003755459334845,2.375801453221363
drizzle,-0.49491652038894324,-1.0183815065072277,-0.6663428443351884,-0.8274313753903355
sun,-0.49491652038894324,0.3380865485967088,0.5877341720933265,-0.3399829014711638
drizzle,-0.49491652038894324,1.1568555548306163,1.162519471289729,-0.6881603828420007
sun,-0.49491652038894324,1.3646029146213097,1.162519471289729,-0.20071190892282922
sun,-0.49491652038894324,1.4257050792656312,1.162519471289729,-0.6881603828420007
rain,-0.19330472312385338,-0.19961250027331992,0.20454397262905796,2.1668949643988613
sun,-0.49491652038894324,0.27698438395238734,-0.3876590629066295,-0.061440916374494364
rain,0.27586918373295305,-0.9450589089340419,-0.5792541626387638,1.1919980165605184
sun,-0.49491652038894324,1.4257050792656312,1.7547225068254164,0.008194579899673069
sun,-0.49491652038894324,2.378898847717046,1.8418111885218411,-0.47925389401949864
rain,2.353639342670239,-0.19961250027331992,0.29163265432548274,-0.8274313753903355
rain,-0.2770857779197117,-0.6762093844990275,-0.6663428443351884,2.0276239718505265
